10,1,1,tD,0.087562967389822
10,1,1,tE,0.2716709601134062
10,1,1,tI,0.031518251265906655
10,1,1,tO,0.08209579390970369
10,1,2,tD,0.10335958346724511
10,1,2,tE,0.3246018492802978
10,1,2,tI,0.030638508331256163
10,1,2,tO,0.050875907219946385
10,1,3,tD,0.11392613538075239
10,1,3,tE,0.3265607398375869
10,1,3,tI,0.019701123768457895
10,1,3,tO,0.03923785817902535
10,1,4,tD,0.11415373627096415
10,1,4,tE,0.3137576578743756
10,1,4,tI,0.0049287432929757714
10,1,4,tO,0.03875889510009438
10,1,5,tD,0.11367573130410165
10,1,5,tE,0.3060158276744187
10,1,5,tI,0.004104855083410333
10,1,5,tO,0.03848637373621265
10,1,6,tD,0.11354200189001858
10,1,6,tE,0.2953976356610656
10,1,6,tI,0.003525783159245009
10,1,6,tO,0.038122819387664396
10,1,7,tD,0.11366283614188433
10,1,7,tE,0.28965323565527795
10,1,7,tI,0.003345558883703916
10,1,7,tO,0.0379685485518227
10,1,8,tD,0.1139028472499922
10,1,8,tE,0.3123122780397534
10,1,8,tI,0.024895995911088827
10,1,8,tO,0.03624887492298148
10,1,9,tD,0.11586995361372829
10,1,9,tE,0.3024706806521863
10,1,9,tI,0.014661417880901353
10,1,9,tO,0.03362679400745158
10,1,10,tD,0.11723406753968448
10,1,10,tE,0.3090779745206237
10,1,10,tI,0.011321890229268775
10,1,10,tO,0.03129860072722659
10,1,11,tD,0.11821669618366286
10,1,11,tE,0.2863196306116879
10,1,11,tI,0.003914108803351003
10,1,11,tO,0.02936051565571688
10,1,12,tD,0.11778588590910659
10,1,12,tE,0.28417744548991325
10,1,12,tI,0.004307226082127878
10,1,12,tO,0.028636439590559653
10,1,13,tD,0.11721315481234341
10,1,13,tE,0.279040883090347
10,1,13,tI,0.004121166691708216
10,1,13,tO,0.02820065489698512
10,1,14,tD,0.11600288222776726
10,1,14,tE,0.2771790594421327
10,1,14,tI,0.004461265667860971
10,1,14,tO,0.02795196070134019
10,1,15,tD,0.11515509311808274
10,1,15,tE,0.27556268414482477
10,1,15,tI,0.00449417943570461
10,1,15,tO,0.027525178397384782
10,1,-1,s,0.0625
10,1,-1,x,0.328125
10,1,-1,c,-0.22246322211458275
10,2,1,tD,0.08194460735656321
10,2,1,tE,0.22134989247191697
10,2,1,tI,0.016831826537952413
10,2,1,tO,0.07674979987523207
10,2,2,tD,0.0646990821370855
10,2,2,tE,0.1670784630952403
10,2,2,tI,0.018958500190195043
10,2,2,tO,0.048508276348312694
10,2,3,tD,0.056073214840143916
10,2,3,tE,0.13389605173491873
10,2,3,tI,0.025577734699139324
10,2,3,tO,0.038293749853037296
10,2,4,tD,0.042400401055347176
10,2,4,tE,0.10398438069198164
10,2,4,tI,0.005880212940490462
10,2,4,tO,0.035248462407073626
10,2,5,tD,0.04118104121182114
10,2,5,tE,0.08628314112887893
10,2,5,tI,0.007623460991681365
10,2,5,tO,0.03317740577987085
10,2,6,tD,0.04104967196006328
10,2,6,tE,0.08595188542174582
10,2,6,tI,0.01933988591580525
10,2,6,tO,0.03136911617793764
10,2,7,tD,0.03966770383296534
10,2,7,tE,0.07513223426045443
10,2,7,tI,0.008116348602416546
10,2,7,tO,0.028109424390053997
10,2,8,tD,0.038278381410054865
10,2,8,tE,0.05651840329010156
10,2,8,tI,0.001230630401052982
10,2,8,tO,0.027407723592283825
10,2,9,tD,0.037967947768047454
10,2,9,tE,0.047832726074702805
10,2,9,tI,0.0009522451013415321
10,2,9,tO,0.027278209588179985
10,2,10,tD,0.037828603074885905
10,2,10,tE,0.04419874122919282
10,2,10,tI,0.0009721985695684908
10,2,10,tO,0.02727675554311524
10,2,11,tD,0.037650215511675925
10,2,11,tE,0.04195098827520269
10,2,11,tI,0.0016353615789615977
10,2,11,tO,0.02742662973732998
10,2,12,tD,0.036863556045573204
10,2,12,tE,0.041664754926023305
10,2,12,tI,0.001765202322607479
10,2,12,tO,0.02681590722190837
10,2,13,tD,0.03655808921903372
10,2,13,tE,0.039599540392664494
10,2,13,tI,0.0013204172294178798
10,2,13,tO,0.02721619287187544
10,2,14,tD,0.035903790385928
10,2,14,tE,0.03529650330121512
10,2,14,tI,0.001444779821435399
10,2,14,tO,0.027230995727625364
10,2,15,tD,0.036150130156893286
10,2,15,tE,0.03305383942366461
10,2,15,tI,0.0017331438656540475
10,2,15,tO,0.02686496813191722
10,2,-1,s,0.5390625
10,2,-1,x,0.234375
10,2,-1,c,-0.06687699384545409
10,3,1,tD,0.08050237347371876
10,3,1,tE,0.24074089160189033
10,3,1,tI,0.020273723932892
10,3,1,tO,0.07703241471542667
10,3,2,tD,0.06020802464801818
10,3,2,tE,0.18325920895440503
10,3,2,tI,0.011229896719302208
10,3,2,tO,0.0428224238405625
10,3,3,tD,0.046921995794400574
10,3,3,tE,0.14160097274696454
10,3,3,tI,0.00401648619501384
10,3,3,tO,0.03935211386267717
10,3,4,tD,0.04398296569474042
10,3,4,tE,0.125577495865291
10,3,4,tI,0.012316083806534152
10,3,4,tO,0.0380008655761679
10,3,5,tD,0.03943086222046986
10,3,5,tE,0.09547773497470188
10,3,5,tI,0.017492809566903817
10,3,5,tO,0.03273045396269299
10,3,6,tD,0.03699006019858644
10,3,6,tE,0.05403513924829895
10,3,6,tI,0.006404037041983126
10,3,6,tO,0.02862295980138394
10,3,7,tD,0.03423124644672498
10,3,7,tE,0.03848354876667145
10,3,7,tI,0.005411635864923407
10,3,7,tO,0.02821303048931683
10,3,8,tD,0.03414464645436965
10,3,8,tE,0.030938067507813683
10,3,8,tI,0.006476149462011108
10,3,8,tO,0.027377005246855938
10,3,9,tD,0.03423076147446409
10,3,9,tE,0.02868154540861724
10,3,9,tI,0.007989941125438388
10,3,9,tO,0.027233700366535534
10,3,10,tD,0.034186267320765185
10,3,10,tE,0.027632768902985844
10,3,10,tI,0.008633405973744023
10,3,10,tO,0.027079718580857542
10,3,11,tD,0.034268689965829255
10,3,11,tE,0.031676288439339256
10,3,11,tI,0.014247453010501582
10,3,11,tO,0.025707985514464477
10,3,12,tD,0.034886943756137045
10,3,12,tE,0.04230954403523356
10,3,12,tI,0.01731003656685122
10,3,12,tO,0.023944910089562958
10,3,13,tD,0.03560603202669881
10,3,13,tE,0.05199070503760595
10,3,13,tI,0.016241031673953937
10,3,13,tO,0.02375237033725716
10,3,14,tD,0.03577257212600671
10,3,14,tE,0.04836563391028904
10,3,14,tI,0.015278240634868174
10,3,14,tO,0.023378665552590973
10,3,15,tD,0.03593182142707519
10,3,15,tE,0.047270355232467406
10,3,15,tI,0.017098068681370933
10,3,15,tO,0.023037151304927343
10,3,-1,s,0.4140625
10,3,-1,x,0.421875
10,3,-1,c,-0.06687699384545409
10,4,1,tD,0.08258101749233901
10,4,1,tE,0.2508614947646856
10,4,1,tI,0.02190710235229441
10,4,1,tO,0.07773428625551362
10,4,2,tD,0.06474197054747492
10,4,2,tE,0.20019079474266618
10,4,2,tI,0.007953341723655702
10,4,2,tO,0.054848734894146524
10,4,3,tD,0.05299409202765673
10,4,3,tE,0.15107607140089385
10,4,3,tI,0.01060408002074352
10,4,3,tO,0.0405244828419139
10,4,4,tD,0.04801409529522061
10,4,4,tE,0.11603870599123184
10,4,4,tI,0.009914965699289194
10,4,4,tO,0.038057012506760655
10,4,5,tD,0.04803524267859757
10,4,5,tE,0.10267590803036
10,4,5,tI,0.022787510033888188
10,4,5,tO,0.03575944694535186
10,4,6,tD,0.04651944465469569
10,4,6,tE,0.08565972271608188
10,4,6,tI,0.010262772507359538
10,4,6,tO,0.034019078531147294
10,4,7,tD,0.04229626224609092
10,4,7,tE,0.055457284994772635
10,4,7,tI,0.013244653411105294
10,4,7,tO,0.030495791512541472
10,4,8,tD,0.04170367923565209
10,4,8,tE,0.046933993023412765
10,4,8,tI,0.01867266750933656
10,4,8,tO,0.0273922574124299
10,4,9,tD,0.04145210839691572
10,4,9,tE,0.045302189560025
10,4,9,tI,0.024204124640111936
10,4,9,tO,0.024538288723987837
10,4,10,tD,0.04134507374255918
10,4,10,tE,0.04397554349474376
10,4,10,tI,0.011927682716369115
10,4,10,tO,0.023370713845826684
10,4,11,tD,0.0399175058590481
10,4,11,tE,0.041568706876132636
10,4,11,tI,0.005093083322553866
10,4,11,tO,0.023148774536442943
10,4,12,tD,0.039014173874165864
10,4,12,tE,0.03746863233624026
10,4,12,tI,0.004557678581027479
10,4,12,tO,0.023050589135188298
10,4,13,tD,0.038640375894028696
10,4,13,tE,0.034783421655884016
10,4,13,tI,0.004156921546860152
10,4,13,tO,0.02279266066829829
10,4,14,tD,0.03803311942145229
10,4,14,tE,0.03423539859970333
10,4,14,tI,0.004118335541544487
10,4,14,tO,0.022382100556395015
10,4,15,tD,0.03804704237845726
10,4,15,tE,0.03428002452885266
10,4,15,tI,0.0043184464806854525
10,4,15,tO,0.022459325493002932
10,4,-1,s,0.4140625
10,4,-1,x,0.4296875
10,4,-1,c,-0.022423785768560023
10,5,1,tD,0.07951058341190219
10,5,1,tE,0.2247576817125082
10,5,1,tI,0.01614354736323124
10,5,1,tO,0.07637344694634278
10,5,2,tD,0.060258370637893674
10,5,2,tE,0.16066362138895784
10,5,2,tI,0.00912191484781609
10,5,2,tO,0.05243697914791604
10,5,3,tD,0.04845680554863065
10,5,3,tE,0.13005866128311028
10,5,3,tI,0.010742081430179042
10,5,3,tO,0.039597843904048205
10,5,4,tD,0.04676760716829449
10,5,4,tE,0.11444703569228296
10,5,4,tI,0.0033243872064582926
10,5,4,tO,0.038900652376314
10,5,5,tD,0.045132165290415284
10,5,5,tE,0.10072155755828134
10,5,5,tI,0.007625527381865633
10,5,5,tO,0.037051023431743185
10,5,6,tD,0.04333487563766539
10,5,6,tE,0.08616886287345552
10,5,6,tI,0.015151966726076656
10,5,6,tO,0.03346058055354903
10,5,7,tD,0.03897572468034923
10,5,7,tE,0.0639003349171253
10,5,7,tI,0.010949215421081439
10,5,7,tO,0.03040949005742247
10,5,8,tD,0.038292989460751416
10,5,8,tE,0.047921981161343864
10,5,8,tI,0.004949366663681455
10,5,8,tO,0.028608430680430806
10,5,9,tD,0.038543549644527955
10,5,9,tE,0.0435856971621979
10,5,9,tI,0.004981183362670587
10,5,9,tO,0.02810115675806689
10,5,10,tD,0.03867896562791429
10,5,10,tE,0.0396885640011169
10,5,10,tI,0.0063675479232891425
10,5,10,tO,0.027273532266262918
10,5,11,tD,0.03795883167418651
10,5,11,tE,0.038625782901071944
10,5,11,tI,0.010038612659955107
10,5,11,tO,0.025769084163863833
10,5,12,tD,0.03771177063928917
10,5,12,tE,0.039000512906641235
10,5,12,tI,0.014532795935960166
10,5,12,tO,0.024792193066639205
10,5,13,tD,0.0372468284657225
10,5,13,tE,0.035428132185479626
10,5,13,tI,0.013429743079150892
10,5,13,tO,0.023883019033741827
10,5,14,tD,0.03599147898727097
10,5,14,tE,0.035147176108439454
10,5,14,tI,0.013120435414134893
10,5,14,tO,0.022993224913836458
10,5,15,tD,0.036525755898328495
10,5,15,tE,0.04003667337703518
10,5,15,tI,0.016552174499782267
10,5,15,tO,0.021203890161433567
10,5,-1,s,0.4609375
10,5,-1,x,0.4765625
10,5,-1,c,0.33320187884659125
10,6,1,tD,0.07920077084563673
10,6,1,tE,0.21803817040752618
10,6,1,tI,0.01711472114839959
10,6,1,tO,0.07777552982605994
10,6,2,tD,0.05166253452654928
10,6,2,tE,0.13008412138791756
10,6,2,tI,0.010548797185108318
10,6,2,tO,0.04494904296845198
10,6,3,tD,0.04373200960457325
10,6,3,tE,0.10132923953351565
10,6,3,tI,0.006680245303256243
10,6,3,tO,0.03854757088981569
10,6,4,tD,0.03876642944291234
10,6,4,tE,0.07532182187074796
10,6,4,tI,0.007976112067521095
10,6,4,tO,0.03494544910235951
10,6,5,tD,0.037050883502233775
10,6,5,tE,0.05580052939330926
10,6,5,tI,0.01219832823634806
10,6,5,tO,0.030858684455510228
10,6,6,tD,0.034685878384625536
10,6,6,tE,0.049999883647542445
10,6,6,tI,0.00454698504462552
10,6,6,tO,0.025523203805011385
10,6,7,tD,0.03286912714072969
10,6,7,tE,0.04163101061261841
10,6,7,tI,0.0037153757946167994
10,6,7,tO,0.023228773456532507
10,6,8,tD,0.03265490588906687
10,6,8,tE,0.037158281015581454
10,6,8,tI,0.0035737255783527266
10,6,8,tO,0.022732227663470744
10,6,9,tD,0.03284140840347391
10,6,9,tE,0.035524083496420646
10,6,9,tI,0.003463134389654139
10,6,9,tO,0.022551351366448216
10,6,10,tD,0.032834230010630565
10,6,10,tE,0.034453525064745916
10,6,10,tI,0.0037218291649854414
10,6,10,tO,0.021836127342229398
10,6,11,tD,0.03239416225929745
10,6,11,tE,0.03171350195145351
10,6,11,tI,0.003740030875337349
10,6,11,tO,0.022307911189311806
10,6,12,tD,0.03259806360729271
10,6,12,tE,0.030914658051769947
10,6,12,tI,0.004305809242157314
10,6,12,tO,0.02182658243404391
10,6,13,tD,0.03234079168760218
10,6,13,tE,0.02860385965439491
10,6,13,tI,0.004631857992873241
10,6,13,tO,0.021673187257916046
10,6,14,tD,0.03206626683007926
10,6,14,tE,0.028699851912242592
10,6,14,tI,0.005243677671416662
10,6,14,tO,0.021333581309726773
10,6,15,tD,0.031843440883094445
10,6,15,tE,0.028954890554596203
10,6,15,tI,0.004882486105364175
10,6,15,tO,0.021476552716747394
10,6,-1,s,0.578125
10,6,-1,x,0.484375
10,6,-1,c,0.46656150307727295
10,7,1,tD,0.07969270842149853
10,7,1,tE,0.21919310391880573
10,7,1,tI,0.018757939846640207
10,7,1,tO,0.07531779766641557
10,7,2,tD,0.05720850383862853
10,7,2,tE,0.15651672299951314
10,7,2,tI,0.004650933028737806
10,7,2,tO,0.05405380297141771
10,7,3,tD,0.04542336254380643
10,7,3,tE,0.1168577306601219
10,7,3,tI,0.004933754583967433
10,7,3,tO,0.04201667844721427
10,7,4,tD,0.03926429423969239
10,7,4,tE,0.1057217479427345
10,7,4,tI,0.0046117867950512545
10,7,4,tO,0.03814289587922394
10,7,5,tD,0.03843932392075658
10,7,5,tE,0.09657183171948418
10,7,5,tI,0.012156806884564806
10,7,5,tO,0.03721945736557245
10,7,6,tD,0.03770008391235024
10,7,6,tE,0.08916394346626476
10,7,6,tI,0.015514556363663815
10,7,6,tO,0.03408769645014157
10,7,7,tD,0.03497642900329083
10,7,7,tE,0.06831097259069793
10,7,7,tI,0.015542180225478812
10,7,7,tO,0.02938750897239273
10,7,8,tD,0.03303533019963652
10,7,8,tE,0.0523329839122016
10,7,8,tI,0.003937001670762735
10,7,8,tO,0.028021689936363448
10,7,9,tD,0.03217858870979398
10,7,9,tE,0.04543479506508447
10,7,9,tI,0.004246538076469733
10,7,9,tO,0.02716335633327253
10,7,10,tD,0.031952301622368395
10,7,10,tE,0.04145257505064365
10,7,10,tI,0.004190081607311186
10,7,10,tO,0.026880790020416802
10,7,11,tD,0.03211176299955696
10,7,11,tE,0.03652674821729306
10,7,11,tI,0.010574705750140613
10,7,11,tO,0.025810279577272013
10,7,12,tD,0.031043100169626997
10,7,12,tE,0.02661414557893295
10,7,12,tI,0.00996286141230424
10,7,12,tO,0.023552654569037258
10,7,13,tD,0.028578725709812715
10,7,13,tE,0.023439302535552996
10,7,13,tI,0.004120350509245934
10,7,13,tO,0.022274265782364334
10,7,14,tD,0.02716250578756444
10,7,14,tE,0.022312266622902824
10,7,14,tI,0.0032089240214190793
10,7,14,tO,0.02173986912697243
10,7,15,tD,0.026381263183429836
10,7,15,tE,0.02157258604769595
10,7,15,tI,0.0032481729471164726
10,7,15,tO,0.021306057451448094
10,7,-1,s,0.7265625
10,7,-1,x,0.4140625
10,7,-1,c,0.5999211273079547
10,8,1,tD,0.07262657383456826
10,8,1,tE,0.20451822570990771
10,8,1,tI,0.010796174050262076
10,8,1,tO,0.07326430126807341
10,8,2,tD,0.0443067330820486
10,8,2,tE,0.11430358918500133
10,8,2,tI,0.006928765960089853
10,8,2,tO,0.04492668498369555
10,8,3,tD,0.03774943755706772
10,8,3,tE,0.08250821817491669
10,8,3,tI,0.0035582682448211927
10,8,3,tO,0.038770588389597835
10,8,4,tD,0.034706411794759334
10,8,4,tE,0.05777391806885134
10,8,4,tI,0.004628860512725926
10,8,4,tO,0.03666965799033642
10,8,5,tD,0.032478986384812746
10,8,5,tE,0.044517860317137094
10,8,5,tI,0.006261322117617358
10,8,5,tO,0.03376065951352939
10,8,6,tD,0.03134401111397892
10,8,6,tE,0.034649782014021184
10,8,6,tI,0.007679987922412086
10,8,6,tO,0.03235797741931553
10,8,7,tD,0.028902488704770805
10,8,7,tE,0.03041480040177703
10,8,7,tI,0.020386170627620534
10,8,7,tO,0.029509157343845193
10,8,8,tD,0.02589825017028488
10,8,8,tE,0.018147070786944823
10,8,8,tI,0.004900309480109475
10,8,8,tO,0.02638144828611985
10,8,9,tD,0.025502632934367286
10,8,9,tE,0.014716121655219468
10,8,9,tI,0.004683615673978542
10,8,9,tO,0.025002463592526815
10,8,10,tD,0.025704693633597345
10,8,10,tE,0.012813122141815257
10,8,10,tI,0.008399434800006779
10,8,10,tO,0.023823318228280793
10,8,11,tD,0.02556566267157905
10,8,11,tE,0.013849181738441985
10,8,11,tI,0.008898484615892509
10,8,11,tO,0.023435093255131507
10,8,12,tD,0.02596809244132601
10,8,12,tE,0.014925496215510066
10,8,12,tI,0.006044149049401009
10,8,12,tO,0.023077099439299975
10,8,13,tD,0.02639433530741371
10,8,13,tE,0.01426026770786848
10,8,13,tI,0.006559244066619916
10,8,13,tO,0.022494636155199258
10,8,14,tD,0.026383043138775975
10,8,14,tE,0.013590601593605242
10,8,14,tI,0.0075805371423615115
10,8,14,tO,0.02231939107082629
10,8,15,tD,0.026479259917396122
10,8,15,tE,0.0137170759827859
10,8,15,tI,0.009439165483135791
10,8,15,tO,0.02220733368617948
10,8,-1,s,0.796875
10,8,-1,x,0.4140625
10,8,-1,c,0.33320187884659125
10,9,1,tD,0.07650743660051376
10,9,1,tE,0.20285824114922435
10,9,1,tI,0.015449796551746052
10,9,1,tO,0.07472346716125806
10,9,2,tD,0.05042560906149447
10,9,2,tE,0.12401482773362658
10,9,2,tI,0.009580172135298501
10,9,2,tO,0.04845783651371797
10,9,3,tD,0.0370835748501122
10,9,3,tE,0.08905289388494567
10,9,3,tI,0.003679460251934567
10,9,3,tO,0.038479328024977194
10,9,4,tD,0.03549937840551138
10,9,4,tE,0.07520721505396068
10,9,4,tI,0.00483958331033773
10,9,4,tO,0.03655304808790485
10,9,5,tD,0.03423215994145721
10,9,5,tE,0.06283801774610766
10,9,5,tI,0.01644777688012482
10,9,5,tO,0.03422532944505413
10,9,6,tD,0.032667615292593835
10,9,6,tE,0.05067078706691973
10,9,6,tI,0.005916374799883064
10,9,6,tO,0.03275299540969233
10,9,7,tD,0.03141851288964972
10,9,7,tE,0.041007603531179486
10,9,7,tI,0.005618378595883769
